run_id,timestamp,git_commit,data_hash,config_hash,seed,component,metric_name,metric_value,latency_ms,params_json,notes
20251206_210346,2025-12-06T21:04:47.265107,nogit,f982a02762789876,fd9c2f4347211866,42,generative,augment_0%_accuracy,0.764706,0.00,"{""ratio"": 0.0, ""n_synth"": 0}",
20251206_210346,2025-12-06T21:04:47.355237,nogit,f982a02762789876,fd9c2f4347211866,42,generative,augment_10%_accuracy,0.794118,0.00,"{""ratio"": 0.1, ""n_synth"": 29}",
20251206_210346,2025-12-06T21:04:47.441498,nogit,f982a02762789876,fd9c2f4347211866,42,generative,augment_25%_accuracy,0.808824,0.00,"{""ratio"": 0.25, ""n_synth"": 73}",
20251206_210346,2025-12-06T21:04:47.736749,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_hit@3,0.545455,0.00,"{""k"": 3}",common_neighbors
20251206_210346,2025-12-06T21:04:47.736959,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_map@3,0.463310,0.00,"{""k"": 3}",common_neighbors
20251206_210346,2025-12-06T21:04:47.737039,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_coverage@3,0.882609,0.00,"{""k"": 3}",common_neighbors
20251206_210346,2025-12-06T21:04:48.023305,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_hit@5,0.742747,0.00,"{""k"": 5}",common_neighbors
20251206_210346,2025-12-06T21:04:48.023536,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_map@5,0.505024,0.00,"{""k"": 5}",common_neighbors
20251206_210346,2025-12-06T21:04:48.023640,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_coverage@5,0.986957,0.00,"{""k"": 5}",common_neighbors
20251206_210346,2025-12-06T21:04:48.312988,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_hit@10,0.928433,0.00,"{""k"": 10}",common_neighbors
20251206_210346,2025-12-06T21:04:48.313225,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_map@10,0.549508,0.00,"{""k"": 10}",common_neighbors
20251206_210346,2025-12-06T21:04:48.313317,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_coverage@10,1.000000,0.00,"{""k"": 10}",common_neighbors
20251206_210346,2025-12-06T21:04:48.637955,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_hit@3,0.545455,0.00,"{""k"": 3}",jaccard
20251206_210346,2025-12-06T21:04:48.638197,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_map@3,0.476505,0.00,"{""k"": 3}",jaccard
20251206_210346,2025-12-06T21:04:48.638275,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_coverage@3,0.860870,0.00,"{""k"": 3}",jaccard
20251206_210346,2025-12-06T21:04:48.964987,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_hit@5,0.756286,0.00,"{""k"": 5}",jaccard
20251206_210346,2025-12-06T21:04:48.965229,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_map@5,0.522350,0.00,"{""k"": 5}",jaccard
20251206_210346,2025-12-06T21:04:48.965320,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_coverage@5,0.986957,0.00,"{""k"": 5}",jaccard
20251206_210346,2025-12-06T21:04:49.290634,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_hit@10,0.930368,0.00,"{""k"": 10}",jaccard
20251206_210346,2025-12-06T21:04:49.290833,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_map@10,0.564368,0.00,"{""k"": 10}",jaccard
20251206_210346,2025-12-06T21:04:49.290912,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_coverage@10,1.000000,0.00,"{""k"": 10}",jaccard
20251206_210346,2025-12-06T21:04:49.778784,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_hit@3,0.553191,0.00,"{""k"": 3}",adamic_adar
20251206_210346,2025-12-06T21:04:49.779018,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_map@3,0.487500,0.00,"{""k"": 3}",adamic_adar
20251206_210346,2025-12-06T21:04:49.779100,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_coverage@3,0.882609,0.00,"{""k"": 3}",adamic_adar
20251206_210346,2025-12-06T21:04:50.266899,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_hit@5,0.756286,0.00,"{""k"": 5}",adamic_adar
20251206_210346,2025-12-06T21:04:50.267139,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_map@5,0.531281,0.00,"{""k"": 5}",adamic_adar
20251206_210346,2025-12-06T21:04:50.267230,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_coverage@5,0.991304,0.00,"{""k"": 5}",adamic_adar
20251206_210346,2025-12-06T21:04:50.758603,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_hit@10,0.936170,0.00,"{""k"": 10}",adamic_adar
20251206_210346,2025-12-06T21:04:50.758869,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_map@10,0.574476,0.00,"{""k"": 10}",adamic_adar
20251206_210346,2025-12-06T21:04:50.759062,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_coverage@10,1.000000,0.00,"{""k"": 10}",adamic_adar
20251206_210346,2025-12-06T21:04:50.891716,nogit,f982a02762789876,fd9c2f4347211866,42,rl,final_avg_return,81.115000,0.00,"{""episodes"": 500}",
20251206_210659,2025-12-06T21:06:59.602372,nogit,f982a02762789876,fd9c2f4347211866,42,classical,LogisticRegression_val_accuracy,0.558824,2.85,"{""model"": ""LogisticRegression"", ""smote"": true}",class_weight=balanced
20251206_210659,2025-12-06T21:06:59.608707,nogit,f982a02762789876,fd9c2f4347211866,42,classical,DecisionTree_val_accuracy,0.764706,2.05,"{""model"": ""DecisionTree"", ""smote"": true}",class_weight=balanced
20251206_210659,2025-12-06T21:06:59.733424,nogit,f982a02762789876,fd9c2f4347211866,42,classical,RandomForest_val_accuracy,0.779412,64.10,"{""model"": ""RandomForest"", ""smote"": true}",class_weight=balanced
20251206_210659,2025-12-06T21:07:00.551516,nogit,f982a02762789876,fd9c2f4347211866,42,neural,mlp_val_accuracy,0.764706,811.52,"{""hidden"": [128, 64], ""dropout"": 0.3}",
20251206_210659,2025-12-06T21:07:05.585217,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,lstm_val_traj_mse,372.439582,4816.62,"{""hidden"": 64, ""layers"": 2}",
20251206_210659,2025-12-06T21:07:05.585507,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,lstm_val_mae,14.816959,0.00,{},
20251206_210659,2025-12-06T21:07:05.585629,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,lstm_val_mape,46.487378,0.00,{},
20251206_210659,2025-12-06T21:07:05.585846,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,lstm_val_mase,51.695905,0.00,{},
20251206_210659,2025-12-06T21:07:05.585957,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,lstm_val_class_acc,0.808824,0.00,{},
20251206_210659,2025-12-06T21:07:05.586032,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,lstm_mc_dropout_std,2.128907,0.00,{},
20251206_210659,2025-12-06T21:07:49.737637,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,transformer_val_traj_mse,23.623292,41139.87,"{""d_model"": 64, ""nhead"": 4}",
20251206_210659,2025-12-06T21:07:49.738985,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,transformer_val_mae,3.774665,0.00,{},
20251206_210659,2025-12-06T21:07:49.739089,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,transformer_val_mape,13.521397,0.00,{},
20251206_210659,2025-12-06T21:07:49.739157,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,transformer_val_mase,13.169690,0.00,{},
20251206_210659,2025-12-06T21:07:49.739217,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,transformer_val_class_acc,0.808824,0.00,{},
20251206_210659,2025-12-06T21:07:49.739266,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,transformer_mc_dropout_std,1.1770016,0.00,{},
20251206_210659,2025-12-06T21:07:49.828556,nogit,f982a02762789876,fd9c2f4347211866,42,generative,augment_0%_accuracy,0.764706,0.00,"{""ratio"": 0.0, ""n_synth"": 0}",
20251206_210659,2025-12-06T21:07:49.915887,nogit,f982a02762789876,fd9c2f4347211866,42,generative,augment_10%_accuracy,0.794118,0.00,"{""ratio"": 0.1, ""n_synth"": 29}",
20251206_210659,2025-12-06T21:07:50.004110,nogit,f982a02762789876,fd9c2f4347211866,42,generative,augment_25%_accuracy,0.808824,0.00,"{""ratio"": 0.25, ""n_synth"": 73}",
20251206_210659,2025-12-06T21:07:50.300065,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_hit@3,0.545455,0.00,"{""k"": 3}",common_neighbors
20251206_210659,2025-12-06T21:07:50.300275,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_map@3,0.467477,0.00,"{""k"": 3}",common_neighbors
20251206_210659,2025-12-06T21:07:50.300355,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_coverage@3,0.873913,0.00,"{""k"": 3}",common_neighbors
20251206_210659,2025-12-06T21:07:50.586234,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_hit@5,0.744681,0.00,"{""k"": 5}",common_neighbors
20251206_210659,2025-12-06T21:07:50.586437,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_map@5,0.510493,0.00,"{""k"": 5}",common_neighbors
20251206_210659,2025-12-06T21:07:50.586504,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_coverage@5,0.986957,0.00,"{""k"": 5}",common_neighbors
20251206_210659,2025-12-06T21:07:50.872189,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_hit@10,0.932302,0.00,"{""k"": 10}",common_neighbors
20251206_210659,2025-12-06T21:07:50.872376,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_map@10,0.554904,0.00,"{""k"": 10}",common_neighbors
20251206_210659,2025-12-06T21:07:50.872451,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_coverage@10,1.000000,0.00,"{""k"": 10}",common_neighbors
20251206_210659,2025-12-06T21:07:51.196887,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_hit@3,0.543520,0.00,"{""k"": 3}",jaccard
20251206_210659,2025-12-06T21:07:51.197074,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_map@3,0.467593,0.00,"{""k"": 3}",jaccard
20251206_210659,2025-12-06T21:07:51.197138,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_coverage@3,0.869565,0.00,"{""k"": 3}",jaccard
20251206_210659,2025-12-06T21:07:51.524420,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_hit@5,0.748549,0.00,"{""k"": 5}",jaccard
20251206_210659,2025-12-06T21:07:51.525115,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_map@5,0.510882,0.00,"{""k"": 5}",jaccard
20251206_210659,2025-12-06T21:07:51.525201,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_coverage@5,0.991304,0.00,"{""k"": 5}",jaccard
20251206_210659,2025-12-06T21:07:51.848315,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_hit@10,0.932302,0.00,"{""k"": 10}",jaccard
20251206_210659,2025-12-06T21:07:51.848495,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_map@10,0.556436,0.00,"{""k"": 10}",jaccard
20251206_210659,2025-12-06T21:07:51.848562,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_coverage@10,1.000000,0.00,"{""k"": 10}",jaccard
20251206_210659,2025-12-06T21:07:52.335194,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_hit@3,0.553191,0.00,"{""k"": 3}",adamic_adar
20251206_210659,2025-12-06T21:07:52.335448,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_map@3,0.487500,0.00,"{""k"": 3}",adamic_adar
20251206_210659,2025-12-06T21:07:52.335528,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_coverage@3,0.882609,0.00,"{""k"": 3}",adamic_adar
20251206_210659,2025-12-06T21:07:52.821525,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_hit@5,0.756286,0.00,"{""k"": 5}",adamic_adar
20251206_210659,2025-12-06T21:07:52.821704,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_map@5,0.531281,0.00,"{""k"": 5}",adamic_adar
20251206_210659,2025-12-06T21:07:52.821769,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_coverage@5,0.991304,0.00,"{""k"": 5}",adamic_adar
20251206_210659,2025-12-06T21:07:53.309831,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_hit@10,0.936170,0.00,"{""k"": 10}",adamic_adar
20251206_210659,2025-12-06T21:07:53.310047,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_map@10,0.574476,0.00,"{""k"": 10}",adamic_adar
20251206_210659,2025-12-06T21:07:53.310120,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_coverage@10,1.000000,0.00,"{""k"": 10}",adamic_adar
20251206_210659,2025-12-06T21:07:53.438817,nogit,f982a02762789876,fd9c2f4347211866,42,rl,final_avg_return,81.115000,0.00,"{""episodes"": 500}",
20251206_211749,2025-12-06T21:17:50.525314,nogit,f982a02762789876,fd9c2f4347211866,42,classical,LogisticRegression_val_accuracy,0.558824,4.88,"{""model"": ""LogisticRegression"", ""smote"": true}",class_weight=balanced
20251206_211749,2025-12-06T21:17:50.534342,nogit,f982a02762789876,fd9c2f4347211866,42,classical,DecisionTree_val_accuracy,0.764706,4.72,"{""model"": ""DecisionTree"", ""smote"": true}",class_weight=balanced
20251206_211749,2025-12-06T21:17:50.655187,nogit,f982a02762789876,fd9c2f4347211866,42,classical,RandomForest_val_accuracy,0.779412,61.61,"{""model"": ""RandomForest"", ""smote"": true}",class_weight=balanced
20251206_211749,2025-12-06T21:17:51.594372,nogit,f982a02762789876,fd9c2f4347211866,42,neural,mlp_val_accuracy,0.764706,925.41,"{""hidden"": [128, 64], ""dropout"": 0.3}",
20251206_211749,2025-12-06T21:17:56.815278,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,lstm_val_traj_mse,372.439582,5006.61,"{""hidden"": 64, ""layers"": 2}",
20251206_211749,2025-12-06T21:17:56.815504,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,lstm_val_mae,14.816959,0.00,{},
20251206_211749,2025-12-06T21:17:56.815608,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,lstm_val_mape,46.487378,0.00,{},
20251206_211749,2025-12-06T21:17:56.815705,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,lstm_val_mase,51.695905,0.00,{},
20251206_211749,2025-12-06T21:17:56.815798,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,lstm_val_class_acc,0.808824,0.00,{},
20251206_211749,2025-12-06T21:17:56.815900,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,lstm_mc_dropout_std,2.128907,0.00,{},
20251206_211749,2025-12-06T21:18:41.887375,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,transformer_val_traj_mse,23.623292,41853.81,"{""d_model"": 64, ""nhead"": 4}",
20251206_211749,2025-12-06T21:18:41.888151,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,transformer_val_mae,3.774665,0.00,{},
20251206_211749,2025-12-06T21:18:41.888262,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,transformer_val_mape,13.521397,0.00,{},
20251206_211749,2025-12-06T21:18:41.888333,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,transformer_val_mase,13.169690,0.00,{},
20251206_211749,2025-12-06T21:18:41.888412,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,transformer_val_class_acc,0.808824,0.00,{},
20251206_211749,2025-12-06T21:18:41.888489,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,transformer_mc_dropout_std,1.1770016,0.00,{},
20251206_211749,2025-12-06T21:18:41.982526,nogit,f982a02762789876,fd9c2f4347211866,42,generative,augment_0%_accuracy,0.764706,0.00,"{""ratio"": 0.0, ""n_synth"": 0}",
20251206_211749,2025-12-06T21:18:42.079869,nogit,f982a02762789876,fd9c2f4347211866,42,generative,augment_10%_accuracy,0.808824,0.00,"{""ratio"": 0.1, ""n_synth"": 29}",
20251206_211749,2025-12-06T21:18:42.164647,nogit,f982a02762789876,fd9c2f4347211866,42,generative,augment_25%_accuracy,0.794118,0.00,"{""ratio"": 0.25, ""n_synth"": 73}",
20251206_211749,2025-12-06T21:18:42.452176,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_hit@3,0.547389,0.00,"{""k"": 3}",common_neighbors
20251206_211749,2025-12-06T21:18:42.452341,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_map@3,0.471644,0.00,"{""k"": 3}",common_neighbors
20251206_211749,2025-12-06T21:18:42.452410,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_coverage@3,0.878261,0.00,"{""k"": 3}",common_neighbors
20251206_211749,2025-12-06T21:18:42.729436,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_hit@5,0.746615,0.00,"{""k"": 5}",common_neighbors
20251206_211749,2025-12-06T21:18:42.729619,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_map@5,0.514191,0.00,"{""k"": 5}",common_neighbors
20251206_211749,2025-12-06T21:18:42.729727,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_coverage@5,0.986957,0.00,"{""k"": 5}",common_neighbors
20251206_211749,2025-12-06T21:18:43.008727,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_hit@10,0.932302,0.00,"{""k"": 10}",common_neighbors
20251206_211749,2025-12-06T21:18:43.008917,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_map@10,0.559030,0.00,"{""k"": 10}",common_neighbors
20251206_211749,2025-12-06T21:18:43.008998,nogit,f982a02762789876,fd9c2f4347211866,42,graph,common_neighbors_coverage@10,1.000000,0.00,"{""k"": 10}",common_neighbors
20251206_211749,2025-12-06T21:18:43.325170,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_hit@3,0.549323,0.00,"{""k"": 3}",jaccard
20251206_211749,2025-12-06T21:18:43.325388,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_map@3,0.470949,0.00,"{""k"": 3}",jaccard
20251206_211749,2025-12-06T21:18:43.325493,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_coverage@3,0.869565,0.00,"{""k"": 3}",jaccard
20251206_211749,2025-12-06T21:18:43.640645,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_hit@5,0.748549,0.00,"{""k"": 5}",jaccard
20251206_211749,2025-12-06T21:18:43.640842,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_map@5,0.512799,0.00,"{""k"": 5}",jaccard
20251206_211749,2025-12-06T21:18:43.640923,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_coverage@5,0.986957,0.00,"{""k"": 5}",jaccard
20251206_211749,2025-12-06T21:18:43.959405,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_hit@10,0.934236,0.00,"{""k"": 10}",jaccard
20251206_211749,2025-12-06T21:18:43.959606,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_map@10,0.558099,0.00,"{""k"": 10}",jaccard
20251206_211749,2025-12-06T21:18:43.959694,nogit,f982a02762789876,fd9c2f4347211866,42,graph,jaccard_coverage@10,1.000000,0.00,"{""k"": 10}",jaccard
20251206_211749,2025-12-06T21:18:44.433914,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_hit@3,0.553191,0.00,"{""k"": 3}",adamic_adar
20251206_211749,2025-12-06T21:18:44.434137,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_map@3,0.489583,0.00,"{""k"": 3}",adamic_adar
20251206_211749,2025-12-06T21:18:44.434218,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_coverage@3,0.882609,0.00,"{""k"": 3}",adamic_adar
20251206_211749,2025-12-06T21:18:44.911240,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_hit@5,0.756286,0.00,"{""k"": 5}",adamic_adar
20251206_211749,2025-12-06T21:18:44.911430,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_map@5,0.533365,0.00,"{""k"": 5}",adamic_adar
20251206_211749,2025-12-06T21:18:44.911536,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_coverage@5,0.991304,0.00,"{""k"": 5}",adamic_adar
20251206_211749,2025-12-06T21:18:45.390505,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_hit@10,0.936170,0.00,"{""k"": 10}",adamic_adar
20251206_211749,2025-12-06T21:18:45.390740,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_map@10,0.576560,0.00,"{""k"": 10}",adamic_adar
20251206_211749,2025-12-06T21:18:45.390845,nogit,f982a02762789876,fd9c2f4347211866,42,graph,adamic_adar_coverage@10,1.000000,0.00,"{""k"": 10}",adamic_adar
20251206_211749,2025-12-06T21:18:45.518541,nogit,f982a02762789876,fd9c2f4347211866,42,rl,final_avg_return,81.115000,0.00,"{""episodes"": 500}",
20251206_212447,2025-12-06T21:24:48.562947,nogit,f982a02762789876,fd9c2f4347211866,42,classical,LogisticRegression_val_accuracy,0.558824,5.13,"{""model"": ""LogisticRegression"", ""smote"": true}",class_weight=balanced
20251206_212447,2025-12-06T21:24:48.572294,nogit,f982a02762789876,fd9c2f4347211866,42,classical,DecisionTree_val_accuracy,0.764706,4.91,"{""model"": ""DecisionTree"", ""smote"": true}",class_weight=balanced
20251206_212447,2025-12-06T21:24:48.695107,nogit,f982a02762789876,fd9c2f4347211866,42,classical,RandomForest_val_accuracy,0.779412,61.06,"{""model"": ""RandomForest"", ""smote"": true}",class_weight=balanced
20251206_212447,2025-12-06T21:24:49.626957,nogit,f982a02762789876,fd9c2f4347211866,42,neural,mlp_val_accuracy,0.764706,918.53,"{""hidden"": [128, 64], ""dropout"": 0.3}",
20251206_212447,2025-12-06T21:24:54.722698,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,lstm_val_traj_mse,372.439582,4882.07,"{""hidden"": 64, ""layers"": 2}",
20251206_212447,2025-12-06T21:24:54.722952,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,lstm_val_mae,14.816959,0.00,{},
20251206_212447,2025-12-06T21:24:54.723047,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,lstm_val_mape,46.487378,0.00,{},
20251206_212447,2025-12-06T21:24:54.723132,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,lstm_val_mase,51.695905,0.00,{},
20251206_212447,2025-12-06T21:24:54.723208,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,lstm_val_class_acc,0.808824,0.00,{},
20251206_212447,2025-12-06T21:24:54.723281,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,lstm_mc_dropout_std,2.128907,0.00,{},
20251206_212447,2025-12-06T21:25:34.944172,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,transformer_val_traj_mse,23.623292,37195.12,"{""d_model"": 64, ""nhead"": 4}",
20251206_212447,2025-12-06T21:25:34.944681,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,transformer_val_mae,3.774665,0.00,{},
20251206_212447,2025-12-06T21:25:34.944833,nogit,f982a02762789876,fd9c2f4347211866,42,sequential,transformer_val_mape,13.521397,0.00,{},
